client_id,age,income,years_employed,credit_score,debt_to_income,num_credit_cards,num_late_payments,has_mortgage,has_car_loan,savings_balance,checking_balance,region_risk_score,phone_calls_to_support_last_3m,active_loans,customer_tenure_years,default
34,35,140736,36,643,0.5415062821224879,7,3,0,1,55544,40911,0.5148799199722609,0,2,4,0
35,67,159565,27,379,0.8434277957090492,7,0,0,0,27161,38013,0.08471849688008526,4,3,12,0
36,64,32069,19,652,0.7617427064695159,3,1,1,1,21180,7445,0.6165771790003773,2,2,0,1
37,23,22531,38,695,0.05829720386235704,7,1,0,1,81401,35314,0.24159044085388726,2,0,5,0
38,57,183123,23,589,0.998421233923774,5,2,1,0,18825,17857,0.7248580457693701,4,2,10,0
39,27,153808,20,754,0.7524024537194672,2,0,1,0,92811,49374,0.6073615182565727,3,2,9,1
40,41,153782,9,427,0.8639033162941132,7,1,0,1,1017,23894,0.7464050087514459,2,3,0,1
41,29,82155,13,842,0.6511977120953464,6,2,1,0,20885,46601,0.7497420702342112,2,4,15,0
42,59,160047,36,658,0.8562851280467623,1,1,0,0,46260,33570,0.1967090452204412,1,2,12,0
43,38,77424,17,826,0.11238297492870941,5,0,0,0,10260,-4456,0.0006747294865960818,2,3,15,0
44,24,60603,23,612,0.3477378355593156,4,0,1,0,54946,34420,0.3657612593927376,3,0,14,0
45,45,169324,13,374,0.8764209436044927,4,2,0,1,46662,11052,0.919069215796509,5,2,6,0
46,34,147503,33,845,0.20165521126689223,6,0,0,0,77393,22734,0.5778993846358342,5,2,13,0
47,29,183553,11,495,0.07824209858002273,0,3,0,1,37018,30396,0.7275020056250169,1,0,10,0
48,46,107573,21,328,0.788118939945219,3,2,0,0,55099,31219,0.879570337523553,1,1,12,0
49,22,155629,5,315,0.8354861556432962,6,1,0,0,62306,36497,0.9060582477246971,0,4,4,0
50,40,118302,35,722,0.1626522181899006,1,1,0,1,29230,-3564,0.5290251573094272,2,0,17,1
51,48,146234,35,704,0.8543459827827155,5,0,0,1,24769,6007,0.5409420849120551,1,0,2,0
52,67,180814,21,830,0.6867677955971696,3,3,1,1,35214,23341,0.8509388412331164,2,0,11,0
53,27,34675,13,376,0.5200826832165839,0,1,0,1,32492,26014,0.8074854352900137,1,1,6,0
54,64,88997,15,528,0.830250192781385,6,0,1,0,63767,30830,0.6988585999054454,0,0,19,0
55,28,163087,35,596,0.4192492493189658,2,1,1,0,89043,44411,0.6044642941163065,4,1,14,1
56,67,196129,24,809,0.1939939562233972,3,1,0,1,62473,2551,0.6172151025785602,2,4,0,1
57,55,178663,31,837,0.28485267661061364,0,2,1,0,88215,8113,0.36291134462338515,1,1,18,0
58,34,155905,32,625,0.5051640182933148,6,4,1,0,3687,43431,0.8409177474016911,2,4,9,1
59,37,22896,35,662,0.5313307926731757,7,0,1,0,49135,32179,0.6177797050872609,1,4,13,1
60,56,179044,19,658,0.8055808264412336,6,0,0,1,64635,-159,0.223528062241531,1,4,14,0
61,60,64733,17,623,0.7913527236523344,1,0,1,1,73400,35729,0.23984327850953835,2,3,1,0
62,24,56800,37,625,0.5813665572045749,6,0,1,1,71663,12102,0.8616030137732296,3,4,16,1
63,22,111044,2,464,0.7807854833654764,2,1,1,1,95009,32964,0.6257075456365888,1,1,9,1
64,26,20347,22,754,0.19177345829367098,6,0,1,1,49704,14111,0.3987041284279318,2,3,4,0
65,62,148715,31,452,0.05006452709329434,4,0,1,1,13834,6093,0.18710075923528757,3,0,5,0
66,24,55785,15,426,0.8736338226347001,0,2,1,1,8921,2546,0.6102159732452017,1,0,5,1
67,49,33681,4,492,0.07555449376276957,7,1,0,0,28573,26799,0.18431038001950506,1,2,5,0
68,38,196098,3,829,0.2466884297439973,4,2,1,0,37876,47006,0.47016703121830106,0,4,13,1
69,46,118864,20,309,0.6953189496243846,6,2,1,1,4266,16584,0.6775105342412363,2,2,12,0
70,64,161964,39,391,0.40944793762730913,2,1,0,0,37713,48219,0.5654154343211207,0,4,12,0
71,54,62299,13,438,0.8763139699155088,0,0,0,0,8985,14361,0.9220999001262683,2,4,9,0
72,30,32073,38,780,0.29797979466226954,0,0,1,1,22068,9484,0.03972120185176897,0,1,15,1
73,56,117304,30,748,0.011871346669359295,6,0,1,0,90236,42871,0.27979487585140284,2,1,6,0
74,34,45682,13,632,0.3006556405607441,2,0,0,0,8366,42448,0.05708610123798108,2,0,2,1
75,51,139302,5,639,0.5780750491848317,1,1,1,1,69384,9101,0.1946042300214995,7,3,14,0
76,68,160361,11,351,0.37593837540329333,7,1,1,1,30472,37774,0.12398333584553067,2,0,4,0
77,35,130359,15,765,0.5348727557587553,0,6,0,0,3456,31248,0.7326616270202314,3,4,7,0
78,28,153999,16,774,0.8765981188350187,7,0,1,1,84678,37701,0.369375941294398,3,3,4,1
79,34,194402,22,700,0.9124850542303685,2,1,0,1,12031,8261,0.9250442712030206,1,2,1,1
80,43,81707,13,738,0.2659740646541121,3,0,1,0,85675,8209,0.02337772169207053,2,4,18,0
81,60,80428,6,808,0.4621404732699007,4,0,1,1,20026,23647,0.652924184944178,1,1,10,0
82,41,65601,31,452,0.5491440152414512,0,2,0,0,40887,3221,0.9705448002654883,1,0,10,1
83,36,148611,14,813,0.9491124568882471,3,5,0,1,28777,42833,0.17583871981001864,1,0,2,0
84,65,126487,16,802,0.9986173191643847,0,0,1,0,42930,14877,0.4424322302855819,1,2,12,0
85,38,168741,33,305,0.23540724884152664,1,3,1,1,1660,20557,0.7018898911702741,5,0,19,0
86,67,166716,4,799,0.7269798713458154,6,0,1,0,27151,27998,0.6331379993231678,3,0,18,1
87,44,164817,26,417,0.37803106223319516,2,1,0,1,24613,2526,0.5660271305656708,0,3,14,1
88,46,43228,22,784,0.008108196886213226,0,0,0,0,94602,33049,0.32675612705440515,1,4,5,0
89,45,180593,39,767,0.009252522435902355,2,0,0,1,65266,-3749,0.7281999535329012,0,3,12,0
90,65,137788,13,460,0.46056600756225574,5,0,0,0,78744,27588,0.6532552770683363,2,3,17,1
91,61,112239,14,569,0.4883349130043346,0,1,0,1,54738,49492,0.16280028544375147,2,0,17,0
92,49,41928,32,355,0.022569696573442655,1,0,0,0,45777,1889,0.9640907313056962,1,4,0,0
93,35,33322,30,527,0.6869274167743025,1,1,1,0,85496,41152,0.5556729089401194,3,0,10,0
94,65,102896,34,448,0.2940033885949531,6,0,0,1,30702,40454,0.5254616010359016,2,0,15,0
95,21,77292,16,345,0.5598931015359494,6,0,0,1,88378,23766,0.8482366775874696,2,3,0,1
96,45,44055,27,443,0.30091907316541877,3,0,0,0,77263,46115,0.6404135106289767,1,1,18,0
97,27,57891,18,639,0.1671343148693072,1,0,0,1,97925,24146,0.07447928660637526,1,1,7,0
98,29,96912,22,712,0.4071737385988753,2,0,1,0,61804,47318,0.5065893737902599,0,3,18,0
99,44,152660,31,819,0.23227336479050076,5,1,0,0,92340,29546,0.7805964928940133,4,3,15,1
100,21,105536,39,643,0.5348009769191681,7,0,1,0,13021,3052,0.6999801201768913,2,0,2,1
101,64,21304,12,686,0.19882853028647995,1,1,0,0,44001,27548,0.9707687241427468,2,4,1,0
102,28,22345,19,772,0.5084059766446271,0,2,1,0,19092,32638,0.02491627968593102,1,0,11,1
103,44,175372,34,574,0.15737851486886756,7,1,0,0,28915,-3853,0.26121895664040184,4,0,9,0
104,31,170331,4,652,0.670974709485785,7,0,0,1,53323,-2153,0.5491564562824255,2,2,1,1
105,37,106006,8,365,0.7539376844414241,1,1,0,0,76037,15234,0.6194897990207492,4,0,4,0
106,28,161424,28,378,0.11039423424993378,5,2,0,0,51902,14454,0.2743559859077441,0,4,4,0
107,55,144350,5,501,0.4678024120373392,2,1,1,0,15739,28388,0.8268016663758642,3,0,5,0
108,55,179437,24,412,0.07087170065487358,0,3,1,0,73012,28731,0.16434779291601287,4,3,2,0
109,53,34446,30,390,0.5981824455420024,3,1,0,0,73467,34983,0.000849109621718136,3,4,9,1
110,25,17336,21,440,0.26440429792964537,3,0,0,1,13699,38820,0.9523913983761296,6,3,4,1
111,62,77032,1,588,0.5276244568387078,3,1,1,1,2804,46294,0.3915567944300997,1,2,19,1
112,59,112852,4,710,0.5174610093842912,6,1,1,0,48904,21076,0.9574898009560936,3,2,4,0
113,61,153593,26,676,0.9243543461938004,0,1,1,0,54596,25752,0.277931600345224,1,4,14,1
114,48,169553,24,683,0.5490832225687229,7,0,0,0,49993,11003,0.0634486351312259,2,1,16,0
115,27,33474,7,451,0.5829984797183156,3,0,1,1,64366,2418,0.7725196045530232,2,1,16,1
116,29,192832,0,618,0.4016531257643803,6,1,0,1,38343,12710,0.8358195318256982,0,4,17,1
117,28,70718,19,668,0.9490796031828168,1,1,0,0,11775,-4879,0.4920868988476359,4,4,9,0
118,32,59629,22,761,0.7771859094396096,7,0,1,1,63012,32081,0.07385034017786463,1,3,6,1
119,54,60232,31,311,0.28540529030284156,0,0,0,0,47686,45228,0.6541340749733378,3,2,10,0
120,53,101544,10,455,0.8442095857762321,0,1,0,0,55557,22773,0.1821439744751573,0,4,13,0
121,68,65669,38,776,0.43239636018509,0,1,1,1,64236,12566,0.8493815481562842,3,0,8,1
122,43,84184,23,700,0.8286671435335939,4,2,0,1,45874,41750,0.27402311954219116,3,3,16,0
123,44,194017,10,476,0.822888068293502,6,1,1,1,31586,28562,0.8477063903139277,2,2,1,0
124,57,28140,28,640,0.1888701867628544,7,0,1,1,57009,37584,0.42692454189351936,1,3,16,0
125,55,141468,25,356,0.7011411313835769,2,0,1,1,607,15655,0.5964878392481506,0,2,16,0
126,64,98457,15,747,0.2906429693065311,4,0,0,0,97165,3483,0.7895625168209663,2,0,19,0
127,60,29357,34,502,0.2974926699926682,4,1,1,1,37386,27688,0.040439242982931334,2,2,9,1
128,42,126672,19,501,0.29634807688058074,4,0,1,0,79625,35094,0.8211660061897849,5,3,11,0
129,47,83673,2,629,0.7255682475599482,2,0,0,1,62652,36450,0.1386480417654976,4,2,11,1
130,55,136673,0,662,0.22982604179253607,4,0,0,0,95244,46960,0.3584183552029865,3,3,14,1
131,21,80633,0,753,0.0009058352460902253,3,0,1,1,53112,47580,0.4727810301110631,0,4,8,0
132,55,111111,16,655,0.7152368534826331,0,1,0,1,37025,20209,0.8954265836686286,4,0,17,1
133,57,93258,1,515,0.17118474383512527,7,1,0,0,63492,41316,0.022440627895591092,0,3,15,0
134,67,158996,28,322,0.10448239530783465,7,2,0,1,10223,47651,0.5592026082967854,1,1,6,0
135,34,84286,19,454,0.23751612059406013,0,2,0,0,22943,13556,0.6425225000623945,2,1,13,0
136,23,108269,5,485,0.379900522322704,6,2,0,1,87051,22962,0.3165823090990735,2,2,3,0
137,21,89071,7,548,0.4759063274732007,1,2,1,0,95155,10638,0.29048677130945977,1,4,2,1
138,25,45651,28,433,0.04457004071263082,5,3,1,0,62860,33754,0.4904691585104676,3,4,11,0
139,46,85202,32,620,0.9705733326273605,3,1,1,1,99668,31675,0.18710041786467257,2,1,15,1
140,34,63777,2,689,0.7160630534195581,2,1,0,1,66287,16083,0.46811892960495916,1,2,3,1
141,59,163066,34,733,0.32319406532433614,5,0,0,1,70880,2081,0.7650253234901474,4,4,3,0
142,47,82263,4,321,0.31869725728539733,0,1,1,1,33973,49376,0.8453955041605148,6,4,2,1
143,29,115158,26,424,0.4485425493684594,4,2,1,1,75048,8353,0.3851613848989007,6,2,8,1
144,35,25800,11,378,0.626244822763033,7,0,1,0,36655,14852,0.6173017131436855,1,3,13,1
145,35,52823,19,350,0.14637306658896776,6,1,0,1,99634,760,2.0517960894972376e-05,3,1,11,0
146,46,78878,19,475,0.18892981376495233,6,2,1,1,74158,8771,0.5503524836714523,3,4,9,0
147,62,33708,8,552,0.8594345828335509,1,0,0,0,64177,-4510,0.9752363053924898,4,3,13,0
148,33,158891,38,545,0.25625492388907256,1,1,1,0,59509,-737,0.3122650271612114,1,3,11,1
149,52,78870,3,405,0.38019499797517753,0,0,1,1,60461,2769,0.5947761242092461,3,3,11,0
150,59,24283,18,492,0.871271850950117,3,0,0,0,18658,20334,0.762283657645613,2,3,1,1
151,69,176645,37,615,0.6631478293998225,6,2,0,1,36133,12581,0.6089330209896426,3,0,18,1
152,52,93707,26,601,0.34171187934168834,5,2,1,0,83183,27749,0.4184999704668394,6,0,12,0
153,24,177005,12,847,0.6836995457246208,1,3,1,0,20620,6635,0.15257557330953142,1,2,9,0
154,50,20774,12,567,0.01968321538141371,7,3,1,0,37067,-3096,0.4637013974582308,1,1,0,1
155,57,157055,21,469,0.7356426600113652,7,0,0,1,69269,269,0.2947842091785916,1,2,0,0
156,43,111468,27,754,0.4870160405162395,0,1,0,0,29675,25968,0.6959202887612975,2,0,7,0
157,59,111334,21,591,0.8131821472844613,3,1,1,1,67201,-3350,0.44191276771447663,7,2,5,0
158,65,33133,18,440,0.9546376520064683,0,1,1,1,860,7467,0.8498797646073215,2,2,19,0
159,35,161011,7,445,0.9257885494945683,0,2,1,1,27618,30959,0.1933224368931764,2,3,2,0
160,63,15781,7,724,0.9092650434553408,3,1,0,0,27916,27795,0.41772012205357356,3,4,12,0
161,49,129586,25,613,0.5121699559338871,3,0,1,1,77217,41900,0.5575049763948082,1,0,11,0
162,56,42624,25,483,0.36014211413893804,3,0,1,0,82056,17644,0.1260146760282952,2,0,19,0
163,33,21823,22,427,0.46503532473067277,7,0,0,0,87667,30518,0.5879100778344889,1,2,15,0
164,52,33489,12,586,0.6898960033133608,7,1,1,1,22878,22280,0.29092140532757604,2,4,10,0
165,27,186033,27,552,0.8839977768711867,0,1,1,1,76960,-2121,0.22953718014865954,2,2,3,1
166,42,44118,8,685,0.20698630300011955,1,1,0,1,38554,-643,0.14191073972934476,2,1,7,0
167,48,115417,19,529,0.918193158461703,2,2,0,1,26796,23301,0.34988192563351117,2,0,6,0
168,22,96816,18,570,0.8151802319698891,2,0,1,1,9345,5865,0.9289824151942067,1,3,15,1
169,62,168335,38,714,0.9788560151782346,0,1,0,0,61518,44023,0.031005859331058483,1,3,11,0
170,65,28565,11,497,0.8802517732816871,0,0,0,0,93022,-2168,0.8521562083079391,3,3,5,0
171,26,166426,14,622,0.27993732969190666,1,1,0,1,22584,30877,0.39736089778514083,2,0,5,1
172,48,189023,30,355,0.10595591134404769,3,1,0,1,92522,23868,0.5616016387263846,5,0,10,0
173,48,106179,13,502,0.11224107199158861,0,0,0,1,11598,37420,0.5128122969253716,2,3,11,1
174,64,38648,10,437,0.2912233185782761,6,0,0,0,73861,26403,0.9257402616072337,2,0,15,1
175,64,196801,25,721,0.6141837239845392,7,0,0,0,18445,758,0.7701292692057136,2,3,15,0
176,40,56971,26,356,0.8043203260971725,4,2,1,1,43813,-2079,0.9848235353279492,1,1,15,0
177,50,33658,10,370,0.8992503069815647,3,2,0,1,3730,29201,0.7944299516216974,2,1,3,0
178,31,36253,37,671,0.6237533843692328,6,1,0,0,11684,-572,0.2958884942066873,1,1,11,0
179,48,194635,33,813,0.0056313127480537295,7,1,0,0,57470,35466,0.9628836793593141,3,2,4,1
180,45,172462,18,383,0.1863167765185335,0,0,0,1,34563,3111,0.9835657908079234,2,2,8,0
181,59,103664,5,342,0.09972620385336795,4,0,1,1,10041,47688,0.12309370361669947,1,4,17,0
182,53,197650,37,432,0.36332447556901004,6,2,1,0,53465,18247,0.9010441837829771,0,4,8,0
183,21,118850,27,694,0.5013509936337459,5,0,0,0,73723,45333,0.6642021828931621,2,4,15,0
184,47,178730,0,364,0.04339717857856085,1,3,1,0,61320,43287,0.9219937700331138,3,1,0,0
185,33,152924,34,589,0.3484779757956553,7,1,1,0,32624,47557,0.9157390202189868,0,1,4,0
186,61,148623,39,675,0.17917967462532258,4,0,1,0,76455,25447,0.8913730311872168,1,1,18,1
187,23,86947,7,766,0.6470701662588739,0,0,1,1,3726,43503,0.8852755936823788,0,0,2,0
188,59,76001,6,512,0.46427236932434,2,1,1,1,97252,7366,0.11764623899321858,1,0,0,0
189,26,195231,10,447,0.4953176469339088,6,1,0,0,98563,41923,0.143515708278262,2,1,13,0
190,28,137775,38,770,0.4276917880334611,0,0,0,0,50393,25564,0.11777941937696668,5,3,17,0
191,47,197779,3,448,0.956019710486567,2,1,0,0,1843,48066,0.09102908880028526,1,4,7,0
192,29,48243,24,387,0.21473512512156323,1,0,1,0,54929,40252,0.3532852850739884,3,2,13,0
193,57,167872,11,623,0.5166642598438743,1,1,0,1,58856,4975,0.6839584143246422,0,4,19,0
194,53,90939,25,695,0.7360173683653359,3,4,1,1,65460,47874,0.35469261307258493,3,3,19,0
195,62,72828,37,703,0.5568444131345626,6,1,0,1,13754,40281,0.7203003332750948,1,0,12,0
196,64,153311,11,381,0.9290208857168011,3,0,0,1,28853,-2358,0.8202831250202027,2,1,15,1
197,44,21710,36,585,0.37796835564128417,2,0,0,0,59560,35345,0.666214740146417,1,0,8,0
198,35,167456,23,681,0.463675805773178,2,0,0,0,67816,8849,0.46510472628296873,3,0,6,1
199,52,167110,15,569,0.08852231521472842,1,1,1,1,91067,31479,0.2955174395909569,2,3,2,0
200,52,186918,12,591,0.6089991110519285,4,1,0,0,95324,14344,0.12440336245523087,2,0,19,1
201,44,52991,24,752,0.28821196844810604,2,2,0,1,73332,16214,0.49365182791138373,1,0,0,0
202,61,153043,3,323,0.16030903951556885,2,1,1,0,4567,33226,0.7195989533698974,2,4,7,0
203,69,175211,10,610,0.5445312929045081,6,0,1,0,95747,21155,0.5482432115040483,2,4,13,1
204,69,100445,31,760,0.5323102633799106,4,2,0,1,74836,45771,0.7214819192904628,2,3,12,1
205,32,95257,6,507,0.07587164122404755,3,0,0,0,62118,17522,0.3352196723435007,1,1,6,1
206,59,52711,10,737,0.6982154534944728,3,0,1,0,58886,1680,0.06679606305534802,1,4,12,0
207,22,21530,27,837,0.6237721906508529,2,2,1,0,57724,7507,0.7710979260325767,1,0,6,0
208,23,26116,22,635,0.1890172827464972,6,2,0,1,32150,46492,0.21972411182955598,1,2,19,0
209,69,80794,22,721,0.46943486215404384,3,3,1,0,66791,4419,0.6162850602360239,3,4,19,1
210,57,146354,27,620,0.72032291647856,3,2,1,0,97364,44007,0.8042927445547332,1,2,4,1
211,69,147970,25,796,0.5294357405412765,5,0,0,0,6462,45880,0.1391100018446767,2,1,3,0
212,37,19135,24,462,0.3954890761835702,6,1,0,1,83578,47737,0.5984947100132758,0,0,3,1
213,69,152701,28,840,0.32233845808094364,3,1,0,0,27560,44353,0.6893743618400938,2,4,5,0
214,22,124472,18,464,0.6103938666440536,1,0,1,0,84568,33753,0.7465308668189244,1,1,13,0
215,22,140147,32,594,0.9391086983102406,0,0,0,1,77686,17559,0.1476666111414876,3,3,2,0
216,48,104087,35,341,0.6717448404774834,2,0,0,0,3371,-1840,0.8251161619793714,1,1,2,0
217,43,48380,13,584,0.0747459036363155,7,0,0,0,85349,39233,0.09414856615046996,4,3,2,0
218,57,144951,13,686,0.4606849734821338,2,1,1,0,54012,45865,0.5195834681568073,2,3,3,0
219,52,32071,34,437,0.8908241315106276,1,2,0,1,73156,2872,0.44341269619787993,6,4,8,0
220,53,35074,29,486,0.09446242580108688,7,1,0,0,2932,2839,0.22176607423555328,6,2,15,0
221,21,82843,27,730,0.9888757121375433,0,1,1,0,21470,10652,0.3019307414472392,3,3,18,1
222,39,54901,16,715,0.9490693936454213,0,0,1,1,9778,1859,0.16443578328890185,1,0,15,0
223,22,26205,2,725,0.07827448072987586,1,0,0,1,23033,28520,0.4257261948212534,0,4,11,0
224,64,139661,15,715,0.9334133204495549,4,0,0,0,10304,8304,0.03551092757056018,2,3,5,0
225,46,20906,29,325,0.3631325902594622,4,1,0,0,73655,44266,0.8889152752961554,2,4,19,1
226,52,148663,28,670,0.8447091670758625,0,4,1,0,14407,42825,0.1634873350365953,2,0,2,0
227,26,140576,14,684,0.4183833377132715,4,1,0,1,70519,49493,0.8860177564559486,2,4,4,1
228,52,77987,24,355,0.44085511270251587,4,3,0,0,2521,-1020,0.8635774001340033,2,4,6,0
229,24,95685,37,552,0.6342430909775426,4,1,1,1,84622,34093,0.4516772071576868,2,3,4,0
230,31,125454,37,405,0.7744774192759833,0,0,1,0,783,46970,0.4977257122150923,0,1,8,0
231,37,120487,22,429,0.033789150948248636,7,1,0,1,42666,44620,0.3019135405344814,0,4,14,0
232,58,69400,24,675,0.5931559955271343,4,1,1,1,16798,-4575,0.9968745999755302,3,3,19,0
233,44,171222,6,607,0.18673299409737099,7,2,0,1,74091,3141,0.6707721905902234,4,0,5,0
234,25,46852,21,390,0.34594951786320294,2,2,0,0,76303,45727,0.9518082859355522,3,0,7,0
235,54,188942,16,692,0.3479686661552165,5,1,1,1,1103,5057,0.4147968443881781,1,1,19,0
236,26,67756,17,833,0.4690603402211536,0,0,1,1,54043,44985,0.8830165794327863,1,0,4,1
237,42,130357,9,409,0.3341364118761734,1,1,1,0,70845,26803,0.448234633217067,2,3,16,1
238,31,134052,9,639,0.10736111845066776,4,2,1,1,33939,42084,0.8668288721013125,0,1,9,0
239,68,71481,6,655,0.14562873852545144,3,0,0,1,59042,42588,0.13092655949485965,1,3,0,0
240,36,16283,37,467,0.03343798556109767,0,1,1,0,74170,-894,0.6368544267685091,10,1,15,0
241,53,48691,26,751,0.4702490853287543,6,1,1,1,12135,15087,0.6787035148391467,3,1,0,0
242,29,147197,32,404,0.9544476948529885,1,1,0,0,61948,-3592,0.6561706972864274,2,3,2,1
243,26,41170,0,449,0.11567522364811655,5,0,0,0,97580,14865,0.44702761803934365,1,1,5,1
244,36,23438,33,445,0.946264493003082,2,0,0,0,86481,33589,0.6839161100307959,2,3,16,0
245,49,35095,3,598,0.7333615147320935,7,0,1,1,59756,38130,0.23946310081659306,0,0,1,0
246,23,162226,16,466,0.6374988029341632,7,0,0,0,39404,34612,0.5958485944970862,2,0,4,0
247,40,154076,3,347,0.6452777553235629,6,0,1,1,2589,34163,0.5542349244493292,2,4,10,1
248,56,24752,25,538,0.8267276483962821,1,2,1,1,75567,36563,0.31833952213042693,5,2,9,0
249,39,70426,3,306,0.10691986437982137,4,3,1,1,9695,10843,0.7788638089812294,0,2,14,1
250,46,41819,0,763,0.5047543235655417,3,1,1,1,81063,44364,0.08087206545868098,5,0,17,1
251,23,107051,6,752,0.6970911382607585,4,0,0,0,5722,23477,0.17143966129207,6,4,16,1
252,39,170289,29,670,0.5868204450735637,1,2,0,0,49874,27457,0.4711500396194378,2,2,13,0
253,40,47994,8,848,0.8327790710232946,0,1,0,1,841,43109,0.8917366979250957,3,3,12,0
254,52,161108,34,786,0.07227170901135149,6,0,0,1,18731,22330,0.5751595545279473,1,3,19,0
255,27,112756,7,510,0.690701039499166,3,0,0,0,645,24211,0.8420668509391931,4,1,1,1
256,61,195488,23,464,0.5340277303847177,7,3,1,0,32116,32569,0.5175697191475933,3,2,11,0
257,53,155659,18,424,0.3791608639799434,6,1,1,0,40983,27667,0.7854559686109459,0,3,10,1
258,60,110665,35,636,0.34027498223403085,6,0,1,1,29402,43114,0.3257973947456252,4,2,18,1
259,59,146717,26,491,0.6208326327741929,3,1,1,0,49158,-3242,0.815142317187638,2,1,11,1
260,38,177002,31,513,0.8909953746442648,7,0,0,0,97285,33548,0.40168607056576877,3,0,3,0
261,60,96835,13,627,0.49617592610111527,7,1,1,0,36469,24169,0.5588311614118561,1,4,9,0
262,21,137232,17,680,0.8247231640769201,1,0,1,1,60576,6260,0.17588149153016097,3,1,11,0
263,31,176162,27,538,0.4021563818439675,5,0,1,0,13908,27350,0.9204330241055566,0,1,6,0
264,48,198214,28,831,0.10239446279317654,5,0,1,0,60269,36741,0.701459119437275,2,1,5,1
265,45,172547,15,381,0.06150573645863855,4,0,1,0,42231,27678,0.8588548191493789,1,4,7,1
266,43,164960,34,662,0.051334371323677574,1,0,1,1,45221,40181,0.20786290715543243,3,3,10,0
267,51,58732,30,804,0.38015014195766994,3,1,0,1,12715,12910,0.06768435526923644,2,2,5,0
268,50,61305,3,501,0.33723775083584207,1,1,0,0,38398,-4160,0.33720926331101475,3,0,2,0
269,62,192109,36,803,0.7179370236225695,3,1,1,1,62372,12725,0.5166853909549318,3,0,19,0
